number,emails,fund_date,amount,u_email,p_projectID,number,pid,amount collected
,,2018-09-30 03:05:24,,mahbub@yahoo.com,2220485,,,
,,2018-09-25 12:21:12,,privcan@outlook.com,2220485,,,
,,2018-10-06 15:35:36,,storerm@comcast.net,2220485,,,
,,2018-09-23 07:27:23,,stecoop@yahoo.com,2220485,,,
,,2018-10-03 23:52:57,,mrdvt@outlook.com,2220485,,,
,,2018-10-03 01:16:53,,tbmaddux@comcast.net,2220485,,,
,,2018-09-30 20:21:53,,jhardin@verizon.net,2220485,,,
,,2018-10-04 19:25:04,,graham@sbcglobal.net,2220485,,,
,,2018-09-18 12:52:22,,cderoove@yahoo.ca,2218431,,,
,,2018-09-29 23:44:28,,josem@aol.com,2218431,,,
,,2018-10-01 19:42:48,,penna@sbcglobal.net,2218431,,,
,,2018-09-24 03:51:54,,hllam@yahoo.ca,2218431,,,
,,2018-09-26 02:41:56,,rtanter@comcast.net,2218431,,,
,,2018-09-22 15:32:55,,floxy@aol.com,2204792,,,
,,2018-09-16 12:51:19,,storerm@comcast.net,2204792,,,
,,2018-09-23 20:07:24,,msherr@hotmail.com,2204792,,,
,,2018-09-26 05:56:14,,dprice@msn.com,2204792,,,
,,2018-10-01 15:43:32,,jnolan@outlook.com,2204792,,,
,,2018-10-06 02:02:00,,lstein@sbcglobal.net,2187289,,,
,,2018-10-05 12:11:06,,dalamb@att.net,2187289,,,
,,2018-09-30 23:23:22,,chlim@icloud.com,2187289,,,
,,2018-09-21 04:28:44,,bolow@aol.com,2187289,,,
,,2018-10-02 22:37:29,,tbmaddux@comcast.net,2187289,,,
,,2018-09-20 00:18:53,,zwood@optonline.net,2187289,,,
,,2018-10-06 02:38:20,,storerm@comcast.net,2187289,,,
,,2018-09-23 20:54:50,,dinther@mac.com,2186257,,,
,,2018-10-07 00:09:03,,crusader@yahoo.ca,2186257,,,
,,2018-09-24 00:34:00,,tbeck@yahoo.ca,2186257,,,
,,2018-10-06 02:55:53,,storerm@comcast.net,2186257,,,
,,2018-09-29 19:48:04,,library@yahoo.ca,2186257,,,
,,2018-10-03 15:29:52,,sherzodr@outlook.com,2182277,,,
,,2018-09-19 00:49:04,,isotopian@yahoo.com,2176435,,,
,,2018-09-30 23:42:15,,stecoop@yahoo.com,2176435,,,
,,2018-10-01 13:13:06,,penna@sbcglobal.net,2176435,,,
,,2018-09-30 11:41:15,,isaacson@msn.com,2175232,,,
,,2018-10-05 06:04:42,,isotopian@yahoo.com,2175232,,,
,,2018-09-21 16:11:01,,jpflip@yahoo.ca,2175232,,,
,,2018-09-24 09:59:52,,lstein@sbcglobal.net,2175232,,,
,,2018-09-23 11:18:30,,lstein@sbcglobal.net,2175232,,,
,,2018-10-03 15:33:32,,ewaters@att.net,2170771,,,
,,2018-09-26 05:14:06,,storerm@comcast.net,2170771,,,
,,2018-09-25 00:45:32,,shawnce@yahoo.com,2170771,,,
,,2018-09-30 08:23:16,,vmalik@me.com,2170771,,,
,,2018-10-04 07:52:19,,lbaxter@msn.com,2170771,,,
,,2018-09-25 13:13:33,,parasite@hotmail.com,2170771,,,
,,2018-09-17 01:30:37,,stecoop@yahoo.com,2166984,,,
,,2018-10-05 21:39:56,,storerm@comcast.net,2166984,,,
,,2018-09-30 02:41:47,,cderoove@yahoo.ca,2166984,,,
,,2018-10-03 17:09:36,,tbeck@yahoo.ca,2166984,,,
,,2018-09-27 12:36:02,,jpflip@yahoo.ca,2164342,,,
,,2018-10-07 06:28:00,,inico@att.net,2164342,,,
,,2018-09-26 10:48:26,,raides@me.com,2164342,,,
,,2018-10-03 23:04:10,,osrin@msn.com,2164342,,,
,,2018-09-20 09:29:07,,dinther@mac.com,2164342,,,
,,2018-09-25 08:15:42,,dprice@msn.com,2164342,,,
,,2018-09-27 04:32:13,,library@yahoo.ca,2164342,,,
,,2018-10-04 00:09:03,,lstein@sbcglobal.net,2164342,,,
,,2018-09-26 20:47:57,,isaacson@msn.com,2163614,,,
,,2018-09-23 14:16:35,,privcan@outlook.com,2163614,,,
,,2018-10-01 18:04:12,,telbij@msn.com,2163614,,,
,,2018-10-01 08:07:08,,vmalik@me.com,2163614,,,
,,2018-10-07 14:00:41,,telbij@msn.com,2154874,,,
,,2018-10-05 06:59:18,,library@yahoo.ca,2154874,,,
,,2018-10-05 22:57:04,,mrdvt@outlook.com,2154874,,,
,,2018-09-20 08:50:54,,lbaxter@msn.com,2154874,,,
,,2018-09-26 15:54:59,,storerm@comcast.net,2154874,,,
,,2018-09-21 07:48:46,,dprice@msn.com,2154872,,,
,,2018-10-02 17:40:17,,cderoove@yahoo.ca,2154872,,,
,,2018-10-07 12:14:05,,zwood@optonline.net,2154872,,,
,,2018-09-18 06:58:25,,stecoop@yahoo.com,2152289,,,
,,2018-10-06 10:18:17,,crusader@yahoo.ca,2152289,,,
,,2018-10-04 18:50:37,,isaacson@msn.com,2152289,,,
,,2018-09-28 09:55:51,,lstein@sbcglobal.net,2152289,,,
,,2018-09-26 09:49:20,,osrin@msn.com,2151483,,,
,,2018-10-06 08:53:57,,dprice@msn.com,2151483,,,
,,2018-09-29 23:47:14,,telbij@msn.com,2151483,,,
,,2018-10-04 15:20:23,,tbeck@yahoo.ca,2151483,,,
,,2018-09-23 01:52:37,,isaacson@msn.com,2151483,,,
,,2018-10-02 12:55:46,,vmalik@me.com,2145204,,,
,,2018-10-03 19:00:44,,floxy@aol.com,2145204,,,
,,2018-09-14 14:35:05,,shawnce@yahoo.com,2144210,,,
,,2018-09-25 20:16:05,,mrdvt@outlook.com,2144210,,,
,,2018-09-30 04:54:38,,jnolan@outlook.com,2143478,,,
,,2018-09-23 02:46:20,,library@yahoo.ca,2143478,,,
,,2018-09-20 14:00:50,,sbmrjbr@gmail.com,2143478,,,
,,2018-10-07 04:02:23,,isotopian@yahoo.com,2143478,,,
,,2018-09-29 18:54:12,,conteb@att.net,2143477,,,
,,2018-10-01 05:47:44,,raides@me.com,2143477,,,
,,2018-09-20 02:53:57,,ewaters@att.net,2143477,,,
,,2018-10-06 19:12:36,,iamcal@live.com,2136415,,,
,,2018-09-28 08:30:57,,conteb@att.net,2136415,,,
,,2018-10-02 15:18:28,,bolow@aol.com,2136415,,,
,,2018-09-21 08:33:31,,floxy@aol.com,2136415,,,
,,2018-10-02 14:31:06,,tbmaddux@comcast.net,2136415,,,
,,2018-09-29 07:24:19,,nasor@yahoo.com,2136415,,,
,,2018-09-20 04:07:42,,ewaters@att.net,2136415,,,
,,2018-09-27 00:31:55,,dprice@msn.com,2136415,,,
,,2018-09-29 21:40:44,,shawnce@yahoo.com,2132970,,,
,,2018-10-04 03:19:10,,tbmaddux@comcast.net,2132970,,,
,,2018-09-29 20:41:44,,isaacson@msn.com,2132970,,,
,,2018-09-24 11:34:53,,mrdvt@outlook.com,2132970,,,
,,2018-10-06 17:17:48,,bolow@aol.com,2132970,,,
,,2018-10-01 05:41:50,,parasite@hotmail.com,2132970,,,
,,2018-10-06 21:47:05,,bolow@aol.com,2132970,,,
,,2018-09-24 04:09:05,,jhardin@verizon.net,2132970,,,
,,2018-10-07 14:51:17,,nasor@yahoo.com,2132970,,,
,,2018-09-28 06:30:41,,josem@aol.com,2125905,,,
,,2018-09-30 14:47:32,,lstein@sbcglobal.net,2125905,,,
,,2018-09-27 13:25:50,,kodeman@me.com,2125905,,,
,,2018-10-07 14:25:41,,isaacson@msn.com,2125905,,,
,,2018-09-17 08:00:27,,josem@aol.com,2125241,,,
,,2018-09-21 17:21:22,,josem@aol.com,2125241,,,
,,2018-09-27 10:31:34,,osrin@msn.com,2125241,,,
,,2018-09-22 15:01:39,,privcan@outlook.com,2125241,,,
,,2018-09-20 07:12:46,,rkobes@me.com,2125241,,,
,,2018-10-07 03:50:53,,jhardin@verizon.net,2125241,,,
,,2018-09-24 19:01:15,,floxy@aol.com,2125241,,,
,,2018-09-13 18:24:33,,munson@aol.com,2125161,,,
,,2018-09-24 17:39:31,,crusader@yahoo.ca,2116529,,,
,,2018-09-26 12:18:46,,jhardin@verizon.net,2116529,,,
,,2018-10-04 13:52:22,,stecoop@yahoo.com,2114635,,,
,,2018-09-24 11:37:40,,josem@aol.com,2114635,,,
,,2018-09-27 17:29:07,,raides@me.com,2114635,,,
,,2018-09-27 16:37:18,,kodeman@me.com,2114635,,,
,,2018-09-24 09:22:11,,frostman@live.com,2114635,,,
,,2018-09-30 12:20:15,,inico@att.net,2114635,,,
,,2018-10-06 02:48:36,,telbij@msn.com,2109428,,,
,,2018-10-07 15:33:30,,iamcal@live.com,2109428,,,
,,2018-09-20 22:39:10,,conteb@att.net,2109428,,,
,,2018-10-02 16:11:35,,conteb@att.net,2109428,,,
,,2018-10-07 13:21:12,,conteb@att.net,2109428,,,
,,2018-09-30 13:14:02,,rkobes@me.com,2107309,,,
,,2018-09-23 23:43:59,,conteb@att.net,2107309,,,
,,2018-09-26 05:08:19,,storerm@comcast.net,2107309,,,
,,2018-10-01 12:01:09,,kodeman@me.com,2107309,,,
,,2018-09-23 17:24:45,,crusader@yahoo.ca,2107309,,,
,,2018-10-04 12:55:48,,sherzodr@outlook.com,2107309,,,
,,2018-09-14 18:28:49,,osrin@msn.com,2101896,,,
,,2018-09-22 19:00:58,,vmalik@me.com,2101896,,,
,,2018-09-13 17:47:18,,iamcal@live.com,2096972,,,
,,2018-09-28 23:51:44,,jhardin@verizon.net,2096972,,,
,,2018-09-24 00:07:10,,portele@verizon.net,2096972,,,
,,2018-09-25 10:02:41,,isaacson@msn.com,2084359,,,
,,2018-09-25 09:34:28,,stecoop@yahoo.com,2084359,,,
,,2018-10-03 19:30:40,,cderoove@yahoo.ca,2084359,,,
,,2018-09-28 15:32:52,,inico@att.net,2084359,,,
,,2018-09-29 14:16:04,,tbmaddux@comcast.net,2084359,,,
,,2018-10-05 18:36:02,,shawnce@yahoo.com,2084359,,,
,,2018-10-07 12:02:23,,lstein@sbcglobal.net,2084359,,,
,,2018-09-28 12:40:28,,crusader@yahoo.ca,2084359,,,
,,2018-09-30 03:29:00,,lstein@sbcglobal.net,2084275,,,
,,2018-09-21 08:43:12,,floxy@aol.com,2084275,,,
,,2018-09-26 09:40:52,,library@yahoo.ca,2084275,,,
,,2018-09-24 03:36:18,,nasor@yahoo.com,2084275,,,
,,2018-09-24 15:42:23,,chlim@icloud.com,2084275,,,
,,2018-10-07 19:18:29,,crusader@yahoo.ca,2084275,,,
,,2018-09-24 00:30:23,,josem@aol.com,2084275,,,
,,2018-10-06 07:18:55,,storerm@comcast.net,2084275,,,
,,2018-09-27 20:10:15,,tbeck@yahoo.ca,2079720,,,
,,2018-09-24 19:37:26,,hllam@yahoo.ca,2079720,,,
,,2018-10-02 18:16:22,,telbij@msn.com,2079720,,,
,,2018-09-20 14:21:43,,dprice@msn.com,2079720,,,
,,2018-10-07 12:46:45,,portele@verizon.net,2079720,,,
,,2018-10-03 07:31:07,,portele@verizon.net,2077613,,,
,,2018-09-17 07:15:53,,frostman@live.com,2077613,,,
,,2018-09-27 23:30:54,,rkobes@me.com,2077613,,,
,,2018-10-01 17:18:50,,portele@verizon.net,2077613,,,
,,2018-09-26 18:06:05,,kodeman@me.com,2077613,,,
,,2018-09-26 02:24:00,,inico@att.net,2077613,,,
,,2018-10-06 16:06:52,,inico@att.net,2077613,,,
,,2018-09-23 20:30:52,,rkobes@me.com,2077613,,,
,,2018-09-27 19:03:06,,graham@sbcglobal.net,2077613,,,
,,2018-10-02 15:49:30,,rkobes@me.com,2070090,,,
,,2018-09-30 06:43:40,,lstein@sbcglobal.net,2070090,,,
,,2018-10-06 01:33:14,,kodeman@me.com,2070090,,,
,,2018-10-02 15:51:12,,jnolan@outlook.com,2067547,,,
,,2018-10-01 22:36:07,,graham@sbcglobal.net,2067547,,,
,,2018-10-05 03:26:33,,osrin@msn.com,2067547,,,
,,2018-10-03 23:21:30,,zwood@optonline.net,2060471,,,
,,2018-09-21 09:40:02,,kodeman@me.com,2060471,,,
,,2018-10-01 01:38:27,,sherzodr@outlook.com,2060471,,,
,,2018-09-23 00:34:08,,telbij@msn.com,2060471,,,
,,2018-09-20 20:30:49,,josem@aol.com,2060471,,,
,,2018-09-20 00:30:48,,isaacson@msn.com,2060471,,,
,,2018-10-05 16:50:12,,conteb@att.net,2059549,,,
,,2018-09-28 07:46:59,,mahbub@yahoo.com,2059549,,,
,,2018-09-20 22:22:02,,vmalik@me.com,2059549,,,
,,2018-09-24 19:41:04,,chlim@icloud.com,2059549,,,
,,2018-09-22 07:18:58,,hllam@yahoo.ca,2059059,,,
,,2018-09-29 03:05:27,,kodeman@me.com,2059059,,,
,,2018-10-07 16:25:19,,jpflip@yahoo.ca,2059059,,,
,,2018-09-27 03:49:59,,nasor@yahoo.com,2059059,,,
,,2018-10-05 16:02:29,,sbmrjbr@gmail.com,2059059,,,
,,2018-09-20 08:00:20,,jhardin@verizon.net,2059059,,,
,,2018-10-03 05:33:48,,tbmaddux@comcast.net,2058442,,,
,,2018-10-02 03:51:23,,inico@att.net,2058442,,,
,,2018-09-13 20:18:44,,lstein@sbcglobal.net,2051300,,,
,,2018-09-22 10:39:17,,library@yahoo.ca,2051300,,,
,,2018-09-20 00:58:43,,nasor@yahoo.com,2051300,,,
,,2018-09-23 03:24:05,,zwood@optonline.net,2051300,,,
,,2018-09-21 07:58:35,,mrdvt@outlook.com,2051300,,,
,,2018-09-15 22:45:38,,josem@aol.com,2048036,,,
,,2018-10-04 14:04:02,,raides@me.com,2048036,,,
,,2018-09-27 10:25:09,,inico@att.net,2048036,,,
,,2018-10-02 06:51:36,,dalamb@att.net,2045546,,,
,,2018-10-02 01:41:25,,rkobes@me.com,2045546,,,
,,2018-09-20 14:38:32,,cderoove@yahoo.ca,2034001,,,
,,2018-10-02 01:34:30,,dalamb@att.net,2034001,,,
,,2018-09-26 21:10:07,,crusader@yahoo.ca,2034001,,,
,,2018-09-30 03:10:46,,lstein@sbcglobal.net,2034001,,,
,,2018-09-23 07:19:27,,nasor@yahoo.com,2034001,,,
,,2018-10-02 16:39:54,,lbaxter@msn.com,2032917,,,
,,2018-09-21 05:28:36,,lstein@sbcglobal.net,2032917,,,
,,2018-10-04 00:23:35,,cderoove@yahoo.ca,2032917,,,
,,2018-09-21 05:41:14,,sbmrjbr@gmail.com,2032917,,,
,,2018-09-21 23:44:15,,iamcal@live.com,2032917,,,
,,2018-10-06 13:45:17,,privcan@outlook.com,2032917,,,
,,2018-10-02 07:53:43,,privcan@outlook.com,2031062,,,
,,2018-09-28 15:40:04,,penna@sbcglobal.net,2031062,,,
,,2018-09-30 10:07:36,,dinther@mac.com,2031062,,,
,,2018-10-01 12:18:16,,jhardin@verizon.net,2031062,,,
,,2018-09-28 21:03:13,,raides@me.com,2031062,,,
,,2018-10-01 05:00:28,,zwood@optonline.net,2031062,,,
,,2018-09-20 15:26:29,,tbmaddux@comcast.net,2028800,,,
,,2018-10-05 12:40:28,,munson@aol.com,2028800,,,
,,2018-09-21 11:19:44,,zwood@optonline.net,2028800,,,
,,2018-09-22 19:57:55,,stecoop@yahoo.com,2028800,,,
,,2018-09-29 09:19:17,,penna@sbcglobal.net,2028800,,,
,,2018-10-06 18:18:43,,graham@sbcglobal.net,2028800,,,
,,2018-10-07 04:51:53,,ewaters@att.net,2028800,,,
,,2018-10-05 00:32:05,,osrin@msn.com,2028800,,,
,,2018-10-01 16:29:19,,telbij@msn.com,2026929,,,
,,2018-09-20 11:24:02,,zwood@optonline.net,2026929,,,
,,2018-09-25 16:53:18,,dalamb@att.net,2026929,,,
,,2018-09-25 09:48:35,,rkobes@me.com,2026929,,,
,,2018-09-23 21:29:17,,stecoop@yahoo.com,2022037,,,
,,2018-09-28 08:11:34,,hllam@yahoo.ca,2022037,,,
,,2018-09-30 08:53:32,,telbij@msn.com,2022037,,,
,,2018-10-06 10:13:59,,josem@aol.com,2022037,,,
,,2018-10-05 22:19:36,,crusader@yahoo.ca,2022037,,,
,,2018-10-05 16:33:54,,munson@aol.com,2009101,,,
,,2018-09-30 22:42:19,,dprice@msn.com,2009101,,,
,,2018-09-27 20:20:56,,lstein@sbcglobal.net,2009101,,,
,,2018-09-21 19:26:44,,frostman@live.com,2009101,,,
,,2018-09-20 16:40:07,,penna@sbcglobal.net,2009101,,,
,,2018-10-05 13:59:24,,raides@me.com,2009101,,,
,,2018-09-18 23:48:12,,hllam@yahoo.ca,2006689,,,
,,2018-09-23 19:58:12,,msherr@hotmail.com,2006689,,,
,,2018-10-06 18:11:01,,chlim@icloud.com,2006689,,,
,,2018-10-05 13:44:39,,jpflip@yahoo.ca,2006689,,,
,,2018-09-25 09:35:05,,isotopian@yahoo.com,2006689,,,
,,2018-09-25 16:57:55,,library@yahoo.ca,2006689,,,
,,2018-10-05 19:21:00,,library@yahoo.ca,2006689,,,
,,2018-09-28 21:01:26,,shawnce@yahoo.com,2006689,,,
,,2018-09-28 06:16:21,,lstein@sbcglobal.net,2006689,,,
,,2018-09-29 12:39:48,,munson@aol.com,2006026,,,
,,2018-09-22 17:36:47,,rtanter@comcast.net,2006026,,,
,,2018-09-24 18:48:24,,crusader@yahoo.ca,2006026,,,
,,2018-10-06 01:11:41,,bolow@aol.com,2006026,,,
,,2018-10-01 23:00:10,,nasor@yahoo.com,2006026,,,
,,2018-09-17 05:34:58,,shawnce@yahoo.com,2001745,,,
,,2018-09-26 15:26:55,,dinther@mac.com,2001745,,,
,,2018-10-01 06:55:30,,mahbub@yahoo.com,2001745,,,
,,2018-09-25 18:02:28,,hllam@yahoo.ca,2001745,,,
,,2018-09-27 01:54:23,,mahbub@yahoo.com,2001745,,,
,,2018-09-25 13:06:19,,rtanter@comcast.net,2001745,,,
,,2018-09-29 13:27:37,,munson@aol.com,2000567,,,
,,2018-10-07 18:54:13,,kodeman@me.com,2000567,,,
,,2018-09-26 07:39:54,,nasor@yahoo.com,2000567,,,
,,2018-09-26 03:56:15,,rtanter@comcast.net,1989243,,,
,,2018-10-02 09:51:02,,sbmrjbr@gmail.com,1989243,,,
,,2018-09-28 14:33:51,,graham@sbcglobal.net,1989243,,,
,,2018-10-04 17:19:24,,shawnce@yahoo.com,1989243,,,
,,2018-09-23 15:23:13,,jpflip@yahoo.ca,1989243,,,
,,2018-09-22 12:51:31,,munson@aol.com,1980978,,,
,,2018-09-25 21:53:03,,telbij@msn.com,1980978,,,
,,2018-09-20 09:42:49,,munson@aol.com,1980978,,,
,,2018-09-29 20:00:20,,telbij@msn.com,1980978,,,
,,2018-10-01 13:59:22,,vmalik@me.com,1980978,,,
,,2018-09-13 03:14:26,,rtanter@comcast.net,1976485,,,
,,2018-10-03 02:47:26,,rtanter@comcast.net,1976485,,,
,,2018-09-24 09:21:19,,sbmrjbr@gmail.com,1976485,,,
,,2018-09-29 07:34:42,,kodeman@me.com,1976485,,,
,,2018-09-30 09:05:56,,jpflip@yahoo.ca,1976485,,,
,,2018-09-28 11:19:06,,vmalik@me.com,1972874,,,
,,2018-10-07 12:48:23,,storerm@comcast.net,1972874,,,
,,2018-10-01 00:11:33,,iamcal@live.com,1972874,,,
,,2018-10-01 16:00:58,,rkobes@me.com,1972874,,,
,,2018-09-22 21:58:10,,frostman@live.com,1972874,,,
,,2018-10-05 12:40:06,,dalamb@att.net,1972874,,,
,,2018-10-06 21:05:35,,nasor@yahoo.com,1972874,,,
,,2018-09-30 06:30:15,,chlim@icloud.com,1972874,,,
,,2018-10-06 09:37:55,,dalamb@att.net,1969461,,,
,,2018-10-03 20:33:12,,jnolan@outlook.com,1969461,,,
,,2018-09-20 21:30:13,,isotopian@yahoo.com,1969461,,,
,,2018-10-02 01:47:28,,iamcal@live.com,1969461,,,
,,2018-10-07 10:17:18,,storerm@comcast.net,1964819,,,
,,2018-10-06 19:26:41,,msherr@hotmail.com,1964819,,,
,,2018-09-21 12:58:42,,chlim@icloud.com,1964819,,,
,,2018-10-05 16:43:46,,ewaters@att.net,1964819,,,
,,2018-10-03 15:31:20,,graham@sbcglobal.net,1964819,,,
,,2018-10-05 11:34:24,,stecoop@yahoo.com,1964819,,,
,,2018-10-07 19:05:58,,ewaters@att.net,1964819,,,
,,2018-10-02 22:20:19,,bolow@aol.com,1963955,,,
,,2018-09-26 21:13:32,,iamcal@live.com,1963955,,,
,,2018-10-02 16:32:34,,jpflip@yahoo.ca,1963955,,,
,,2018-09-27 00:01:40,,jhardin@verizon.net,1963955,,,
,,2018-09-21 06:04:35,,parasite@hotmail.com,1963955,,,
,,2018-09-24 19:18:55,,hllam@yahoo.ca,1957934,,,
,,2018-09-28 10:01:19,,raides@me.com,1957934,,,
,,2018-09-14 07:25:57,,nasor@yahoo.com,1955307,,,
,,2018-10-07 16:58:07,,frostman@live.com,1955307,,,
,,2018-09-14 23:18:43,,inico@att.net,1955307,,,
,,2018-10-07 18:01:05,,floxy@aol.com,1955307,,,
,,2018-09-21 04:59:16,,mrdvt@outlook.com,1955307,,,
,,2018-10-01 20:33:07,,iamcal@live.com,1955307,,,
,,2018-09-30 14:07:57,,sherzodr@outlook.com,1950156,,,
,,2018-10-04 11:15:05,,msherr@hotmail.com,1950156,,,
,,2018-09-28 10:24:55,,bolow@aol.com,1950156,,,
,,2018-09-22 23:36:58,,osrin@msn.com,1950156,,,
,,2018-09-23 17:10:59,,josem@aol.com,1950156,,,
,,2018-09-15 17:26:48,,nasor@yahoo.com,1946944,,,
,,2018-09-21 12:51:23,,nasor@yahoo.com,1946944,,,
,,2018-09-29 11:26:52,,lbaxter@msn.com,1946944,,,
,,2018-09-18 01:05:49,,bolow@aol.com,1945677,,,
,,2018-09-27 16:36:10,,storerm@comcast.net,1945677,,,
,,2018-09-24 05:52:13,,osrin@msn.com,1945677,,,
,,2018-09-23 08:14:45,,library@yahoo.ca,1945677,,,
,,2018-09-25 17:16:06,,library@yahoo.ca,1945677,,,
,,2018-09-18 12:15:54,,privcan@outlook.com,1944022,,,
,,2018-09-26 04:17:37,,hllam@yahoo.ca,1944022,,,
,,2018-09-21 12:35:22,,dalamb@att.net,1944022,,,
,,2018-09-24 10:10:59,,rkobes@me.com,1944022,,,
,,2018-09-22 06:37:05,,dalamb@att.net,1944022,,,
,,2018-09-25 14:28:35,,lstein@sbcglobal.net,1944022,,,
,,2018-09-25 06:52:42,,penna@sbcglobal.net,1938110,,,
,,2018-10-04 08:49:00,,parasite@hotmail.com,1938110,,,
,,2018-09-26 09:36:11,,jhardin@verizon.net,1938110,,,
,,2018-09-27 03:51:49,,bolow@aol.com,1929228,,,
,,2018-09-24 03:26:34,,tbmaddux@comcast.net,1929228,,,
,,2018-10-07 07:27:44,,dprice@msn.com,1929228,,,
,,2018-09-27 04:47:11,,hllam@yahoo.ca,1929228,,,
,,2018-09-25 10:14:42,,privcan@outlook.com,1924358,,,
,,2018-09-23 05:19:15,,cderoove@yahoo.ca,1924358,,,
,,2018-10-01 08:39:07,,parasite@hotmail.com,1924358,,,
,,2018-09-24 12:43:20,,tbmaddux@comcast.net,1924358,,,
,,2018-09-24 11:02:44,,graham@sbcglobal.net,1924358,,,
,,2018-10-05 12:49:39,,stecoop@yahoo.com,1924358,,,
,,2018-10-01 12:54:01,,frostman@live.com,1924338,,,
,,2018-10-03 07:45:45,,bolow@aol.com,1924338,,,
,,2018-10-04 14:48:39,,sbmrjbr@gmail.com,1924338,,,
,,2018-09-23 03:38:54,,penna@sbcglobal.net,1924338,,,
,,2018-10-06 21:56:13,,iamcal@live.com,1924338,,,
,,2018-10-01 21:05:39,,mahbub@yahoo.com,1924338,,,
,,2018-10-02 02:07:03,,isaacson@msn.com,1924338,,,
,,2018-10-02 14:59:47,,dprice@msn.com,1924338,,,
,,2018-10-07 20:31:25,,rkobes@me.com,1919607,,,
,,2018-10-01 20:16:46,,msherr@hotmail.com,1919607,,,
,,2018-09-23 11:46:41,,lstein@sbcglobal.net,1919607,,,
,,2018-10-07 01:19:14,,portele@verizon.net,1919607,,,
,,2018-09-25 15:56:10,,rtanter@comcast.net,1918821,,,
,,2018-09-14 20:03:53,,rtanter@comcast.net,1918821,,,
,,2018-10-02 03:33:42,,graham@sbcglobal.net,1918821,,,
,,2018-09-29 09:53:02,,nasor@yahoo.com,1918821,,,
,,2018-09-29 11:17:32,,jhardin@verizon.net,1918821,,,
,,2018-09-20 21:38:55,,dinther@mac.com,1918821,,,
,,2018-10-03 15:54:41,,dprice@msn.com,1918821,,,
,,2018-09-30 14:39:55,,storerm@comcast.net,1918821,,,
,,2018-10-05 08:26:27,,penna@sbcglobal.net,1918821,,,
,,2018-09-28 19:15:53,,tbmaddux@comcast.net,1918821,,,
,,2018-09-29 13:57:05,,zwood@optonline.net,1914092,,,
,,2018-10-06 16:41:47,,kodeman@me.com,1914092,,,
,,2018-09-22 13:16:53,,mahbub@yahoo.com,1914092,,,
,,2018-09-27 01:39:22,,library@yahoo.ca,1908999,,,
,,2018-09-20 08:37:22,,isotopian@yahoo.com,1908999,,,
,,2018-09-22 01:45:35,,parasite@hotmail.com,1908999,,,
,,2018-09-24 09:30:19,,kodeman@me.com,1908999,,,
,,2018-10-07 19:27:19,,josem@aol.com,1908999,,,
,,2018-09-27 20:39:38,,portele@verizon.net,1908999,,,
,,2018-09-23 13:13:30,,tbeck@yahoo.ca,1908999,,,
,,2018-10-06 07:45:17,,iamcal@live.com,1908999,,,
,,2018-10-04 05:45:12,,dprice@msn.com,1908999,,,
,,2018-09-17 11:17:54,,kodeman@me.com,1908572,,,
,,2018-10-03 00:49:47,,hllam@yahoo.ca,1908572,,,
,,2018-09-26 03:58:20,,josem@aol.com,1908572,,,
,,2018-09-28 18:41:05,,portele@verizon.net,1908572,,,
,,2018-10-05 15:12:01,,parasite@hotmail.com,1908572,,,
,,2018-10-04 22:51:13,,hllam@yahoo.ca,1908572,,,
,,2018-09-27 15:20:07,,inico@att.net,1908572,,,
,,2018-10-05 10:54:27,,bolow@aol.com,1905786,,,
,,2018-09-30 22:56:29,,storerm@comcast.net,1905786,,,
,,2018-09-29 19:12:50,,jhardin@verizon.net,1905786,,,
,,2018-10-07 15:04:22,,portele@verizon.net,1905786,,,
,,2018-10-07 11:52:18,,ewaters@att.net,1902110,,,
,,2018-10-06 02:03:31,,sbmrjbr@gmail.com,1902110,,,
,,2018-09-22 21:28:30,,tbeck@yahoo.ca,1894320,,,
,,2018-09-22 07:17:41,,iamcal@live.com,1894320,,,
,,2018-10-01 01:20:32,,inico@att.net,1894320,,,
,,2018-09-28 00:06:24,,telbij@msn.com,1894320,,,
,,2018-10-01 09:20:16,,inico@att.net,1894320,,,
,,2018-09-25 00:05:15,,tbmaddux@comcast.net,1893939,,,
,,2018-09-30 21:47:57,,ewaters@att.net,1893939,,,
,,2018-10-04 17:01:14,,jhardin@verizon.net,1893939,,,
,,2018-10-07 00:52:35,,sherzodr@outlook.com,1893939,,,
,,2018-10-05 12:13:26,,shawnce@yahoo.com,1893939,,,
,,2018-10-03 21:36:27,,dinther@mac.com,1893939,,,
,,2018-10-02 05:28:21,,lstein@sbcglobal.net,1893939,,,
,,2018-10-03 00:01:49,,dinther@mac.com,1892936,,,
,,2018-09-21 22:58:17,,floxy@aol.com,1892936,,,
,,2018-09-26 01:38:59,,msherr@hotmail.com,1892936,,,
,,2018-09-26 11:46:15,,bolow@aol.com,1892936,,,
,,2018-09-29 06:28:09,,ewaters@att.net,1892936,,,
,,2018-10-04 21:03:08,,mahbub@yahoo.com,1892936,,,
,,2018-09-30 10:26:08,,tbeck@yahoo.ca,1892422,,,
,,2018-10-06 21:21:05,,lbaxter@msn.com,1892422,,,
,,2018-10-02 22:37:28,,shawnce@yahoo.com,1892422,,,
,,2018-10-07 09:08:34,,dprice@msn.com,1892422,,,
,,2018-09-25 01:13:41,,shawnce@yahoo.com,1892422,,,
